HSCode,Name,Metro_Area,City,Admitted2015,Enrolled2015,enrolled2015PctSeniors,campus_url,twelfthcount,allstudentscount,BlackHispMulti,WhiteOther,Color,african_american_percent,hispanic_percent,atRiskPct,ecoDisPct,collegeReadyBothPct
2445869,Rio Grande City Cisd Grulla High School,,Rio Grande City,7,1,0.004,/districts/rio-grande-city-cisd/rio-grande-city-cisd-grulla-high-school/,246,980,1,0,Minority,0,99.9,0.552,0.976,0.4
2445870,Rio Grande City High School,,Rio Grande City,17,3,0.007,/districts/rio-grande-city-cisd/rio-grande-city-high-school/,416,1871,1,0,Minority,0,99.7,0.447,0.978,0.47
2440914,Rivera High School,,Brownsville,22,5,0.011,/districts/brownsville-isd/rivera-high-school/,466,2326,1,0,Minority,0,99.6,0.672,0.971,0.44
2447138,Robert E Lee High School,,Tyler,15,9,0.016,/districts/tyler-isd/robert-e-lee-high-school/,569,2588,0.57,0.43,Minority,26,29.6,0.495,0.486,0.57
2444743,Robert E Lee High School,,Midland,12,5,0.009,/districts/midland-isd/lee-high-school/,578,2144,0.67,0.33,Minority,8.1,57.4,0.662,0.228,0.54
2443869,Robert M Shoemaker High School,,Killeen,13,10,0.024,/districts/killeen-isd/robert-shoemaker-high-school/,425,2152,0.78,0.22,Minority,46.3,25.7,0.654,0.562,0.38
2447297,Robinson High School,,Robinson,2,2,0.011,/districts/robinson-isd/robinson-high-school/,190,723,0.3,0.7,White,3.5,23.5,0.38,0.228,0.58
2445900,Robstown High School,,Robstown,2,1,0.008,/districts/robstown-isd/robstown-high-school/,126,732,0.98,0.02,Minority,1.1,97.3,0.766,0.82,0.42
2445925,Rockdale High School,,Rockdale,2,2,0.017,/districts/rockdale-isd/rockdale-high-school/,115,453,0.52,0.48,Minority,11.5,39.5,0.539,0.6,0.44
2445935,Rockport-Fulton High School,,Rockport,6,4,0.019,/districts/aransas-county-isd/rockport-fulton-high-school/,214,940,0.39,0.61,White,1.2,36.6,0.464,0.455,0.51
2445965,Roma High School,,Roma,11,1,0.003,/districts/roma-isd/roma-high-school/,385,1717,1,0,Minority,0,99.9,0.613,0.819,0.37
2441510,Roy Miller High School,,Corpus Christi,9,2,0.009,/districts/corpus-christi-isd/miller-high-school-center-for-communication-technology/,226,1401,0.92,0.08,Minority,5.9,85.8,0.677,0.759,0.35
2446070,Rusk High School,,Rusk,3,3,0.024,/districts/rusk-isd/rusk-high-school/,125,575,0.33,0.67,White,14.6,15.1,0.383,0.487,0.65
2447553,S H Rider High School,,Wichita Falls,13,7,0.017,/districts/wichita-falls-isd/rider-high-school/,417,1642,0.34,0.66,White,8.5,22.2,0.42,0.429,0.67
2446290,San Benito High School,,San Benito,22,2,0.003,/districts/san-benito-cisd/san-benito-high-school/,577,2027,0.99,0.01,Minority,0,99.2,0.568,0.683,0.5
2446307,San Elizario High School,,San Elizario,3,2,0.009,/districts/san-elizario-isd/san-elizario-high-school/,220,1032,0.99,0.01,Minority,0,99.1,0.589,0.965,0.33
2444682,Science Academy of South Texas,,Mercedes,25,11,0.065,/districts/south-texas-isd/the-science-academy-of-south-texas/,170,785,0.79,0.21,Minority,0.5,76.4,0.121,0.436,0.88
2444835,Sharyland High School,,Mission,26,16,0.028,/districts/sharyland-isd/sharyland-high-school/,566,1773,0.93,0.07,Minority,0.5,92.2,0.392,0.505,0.54
2446507,Sherman High School,,Sherman,11,4,0.011,/districts/sherman-isd/sherman-high-school/,356,1780,0.53,0.47,Minority,13.5,34.7,0.429,0.566,0.61
2446530,Silsbee High School,,Silsbee,3,2,0.011,/districts/silsbee-isd/silsbee-high-school/,190,803,0.23,0.77,White,16.2,5.5,0.594,0.469,0.48
2446620,Snyder High School,,Snyder,3,3,0.019,/districts/snyder-isd/snyder-high-school/,156,727,0.56,0.44,Minority,2.5,52.4,0.556,0.363,0.55
2442247,Socorro High School,,El Paso,10,8,0.014,/districts/socorro-isd/socorro-high-school/,571,2497,0.98,0.02,Minority,0.4,97.2,0.603,0.819,0.46
2446292,South Texas Academy of Medical,,San Benito,3,2,0.019,/districts/south-texas-isd/south-texas-academy-of-medical-technology/,106,536,0.94,0.06,Minority,0.6,93.3,0.356,0.778,0.57
2442149,"South Texas Business, Education, Tech Acad",,Edinburg,10,4,0.028,/districts/south-texas-isd/south-texas-business-education-technology-academy/,142,668,0.93,0.07,Minority,0.9,91,0.424,0.684,0.6
2442250,Stephen F Austin High School,,El Paso,7,3,0.01,/districts/el-paso-isd/austin-high-school/,311,1533,0.94,0.06,Minority,3.9,89.8,0.643,0.701,0.34
2446750,Stephenville High School,,Stephenville,7,3,0.016,/districts/stephenville-isd/stephenville-high-school/,182,970,0.28,0.72,White,1.2,25.2,0.336,0.345,0.68
2446805,Sulphur Springs High School,,Sulphur Springs,4,2,0.007,/districts/sulphur-springs-isd/sulphur-springs-high-school/,268,1165,0.37,0.63,White,12.4,23.6,0.46,0.482,0.56
2440148,Tascosa High School,,Amarillo,6,2,0.005,/districts/amarillo-isd/tascosa-high-school/,418,2137,0.49,0.51,White,12.3,32.4,0.529,0.469,0.48
2446930,Temple High School,,Temple,15,13,0.036,/districts/temple-isd/temple-high-school/,358,1918,0.69,0.31,Minority,26.6,39.7,0.619,0.615,0.54
2446970,Texas High School,,Texarkana,12,5,0.013,/districts/texarkana-isd/texas-high-school/,395,1845,0.57,0.43,Minority,42.2,11.6,0.472,0.559,0.6
2444154,Texas Virtual Academy,,Lewisville,6,4,0.012,/districts/responsive-education-solutions/iq-academy/,344,6477,0.44,0.56,White,11.1,29.1,0.25,0.442,0.58
2443815,Tivy High School,,Kerrville,11,8,0.026,/districts/kerrville-isd/tivy-high-school/,306,1372,0.45,0.55,White,1.9,41.7,0.491,0.446,0.61
2441525,Tuloso-Midway High School,,Corpus Christi,8,2,0.008,/districts/tuloso-midway-isd/toloso-midway-high-school/,246,1143,0.76,0.24,Minority,1,73.8,0.392,0.408,0.56
2444058,United High School,,Laredo,42,8,0.008,/districts/united-isd/united-high-school/,1046,4157,0.98,0.02,Minority,0.3,97.8,0.454,0.562,0.45
2444059,United South High School,,Laredo,38,15,0.021,/districts/united-isd/united-south-high-school/,712,3219,0.99,0.01,Minority,0,99.2,0.557,0.792,0.41
2447320,University High School,,Waco,2,2,0.005,/districts/waco-isd/university-high-school/,366,1610,0.95,0.05,Minority,21.5,72.7,0.805,0.837,0.37
2447165,Uvalde High School,,Uvalde,4,3,0.012,/districts/uvalde-cisd/uvalde-high-school/,256,1326,0.89,0.11,Minority,0.1,88.7,0.655,0.692,0.39
2442191,Valle Verde Early College High School,,El Paso,7,5,0.05,/districts/ysleta-isd/valle-verde-early-college-high-school/,100,398,0.92,0.08,Minority,1,91,0.085,0.683,0.86
2445507,Valley View High School,,Pharr,12,3,0.01,/districts/valley-view-isd-hidalgo/valley-view-high-school/,299,1107,1,0,Minority,0,99.7,0.469,0.933,0.51
2447190,Van High School,,Van,2,2,0.012,/districts/van-isd/van-high-school/,161,724,0.2,0.8,White,2.9,16,0.483,0.457,0.53
2444838,Veterans Memorial High School,,Mission,14,8,0.018,/districts/mission-cisd/veterans-memorial-high-school/,441,1849,0.99,0.02,Minority,0.2,98.3,0.48,0.73,0.49
2440903,Veterans Memorial High School,,Brownsville,28,11,0.022,/districts/brownsville-isd/veterans-memorial-high-school/,504,2182,0.96,0.04,Minority,0.3,96.1,0.37,0.936,0.46
2447254,Victoria East High School,,Victoria,11,7,0.02,/districts/victoria-isd/victoria-east-high-school/,353,1850,0.72,0.28,Minority,9.8,61.2,0.511,0.525,0.36
2447268,Victoria West High School,,Victoria,12,7,0.022,/districts/victoria-isd/victoria-west-high-school/,318,1714,0.63,0.37,Minority,6.5,55.7,0.371,0.449,0.48
2447275,Vidor High School,,Vidor,8,3,0.01,/districts/vidor-isd/vidor-high-school/,303,1339,0.09,0.91,White,0.2,7,0.523,0.389,0.52
2441530,W B Ray High School,,Corpus Christi,24,12,0.029,/districts/corpus-christi-isd/ray-high-school/,407,2039,0.84,0.16,Minority,2.6,80.9,0.561,0.606,0.52
2447300,Waco High School,,Waco,3,2,0.006,/districts/waco-isd/waco-high-school/,312,1798,0.89,0.11,Minority,39.5,48.4,0.735,0.756,0.32
2447441,Weslaco East High School,,Weslaco,13,4,0.01,/districts/weslaco-isd/weslaco-east-high-school/,401,2102,0.99,0.01,Minority,0,99.2,0.663,0.694,0.42
2447440,Weslaco High School,,Weslaco,13,7,0.015,/districts/weslaco-isd/weslaco-high-school/,458,2454,0.97,0.03,Minority,0.1,97.1,0.676,0.677,0.52
2440513,West Brook Senior High School,,Beaumont,24,13,0.025,/districts/beaumont-isd/west-brook-senior-high-school/,515,2401,0.64,0.36,Minority,40.6,20.7,0.279,0.464,0.63
2441535,West Oso High School,,Corpus Christi,4,1,0.008,/districts/west-oso-isd/west-oso-high-school/,129,540,0.98,0.02,Minority,15.2,81.5,0.622,0.898,0.38
2447492,Wharton High School,,Wharton,1,1,0.009,/districts/wharton-isd/wharton-high-school/,117,573,0.81,0.19,Minority,27.9,52.5,0.606,0.674,0.43
2447517,Whitehouse High School,,Whitehouse,7,6,0.018,/districts/whitehouse-isd/whitehouse-high-school/,334,1467,0.25,0.75,White,11.7,10.6,0.425,0.307,0.59
2447540,Whitney High School,,Whitney,2,1,0.009,/districts/whitney-isd/whitney-high-school/,106,437,0.22,0.78,White,2.7,15.8,0.561,0.535,0.64
2447555,Wichita Falls High School,,Wichita Falls,8,3,0.01,/districts/wichita-falls-isd/wichita-falls-high-school/,288,1200,0.65,0.35,Minority,11.8,50,0.582,0.729,0.53
2447575,Wills Point High School,,Wills Point,6,2,0.012,/districts/wills-point-isd/wills-point-high-school/,164,725,0.24,0.76,White,3.2,17.2,0.535,0.552,0.41
2440025,Wylie High School,,Abilene,9,5,0.021,/districts/wylie-isd-taylor/wylie-high-school/,234,1026,0.18,0.82,White,1.9,12.3,0.26,0.089,0.72
2447702,Yoakum High School,,Yoakum,2,1,0.009,/districts/yoakum-isd/yoakum-high-school/,111,461,0.57,0.43,Minority,7.6,49,0.56,0.488,0.6
2447715,Zapata High School,,Zapata,3,2,0.01,/districts/zapata-county-isd/zapata-high-school/,208,957,0.99,0.01,Minority,0.1,98.7,0.509,0.755,0.41
